,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,fare_zscore,Family Size,Age Group,Normalized_Fare,Standardized_Fare,Normalized_Age,Standardized_Age,IsAlone
38,39,0,3,female,18.0,2,0,18.0,S,-0.2859972841804228,3,Child,0.08695762995308795,-0.3446837970080539,0.22090977632570996,-0.8726457215881294,0
39,40,1,3,female,14.0,1,0,11.2417,C,-0.42207354059350805,2,Child,0.044942562892358415,-0.5689615228833471,0.17064589092736868,-1.1798725439906075,0
40,41,0,3,female,40.0,1,0,9.475,S,-0.4576454924460446,2,Adult,0.03395932465549546,-0.6275903878795563,0.4973611460165871,0.8171018016255001,0
41,42,0,2,female,27.0,1,0,21.0,S,-0.22559322262067316,2,Adult,0.10560805996983604,-0.24512722544036974,0.33400351847197784,-0.18138537118255374,0
42,43,0,3,male,28.0,0,0,7.8958,C,-0.4894421904510968,1,Adult,0.02414173829467928,-0.6799969671527853,0.3465694898215632,-0.10457866558193422,1
43,44,1,2,female,3.0,1,2,41.5792,C,0.18876253192945994,4,Child,0.2335450364367234,0.4378043070948589,0.032420206081930136,-2.0247463055974224,0
44,45,1,3,female,19.0,0,0,7.8792,Q,-0.48977642625839407,1,Child,0.024038539248586604,-0.6805478468487932,0.23347574767529528,-0.79583901598751,1
45,46,0,3,male,28.0,0,0,8.05,S,-0.4863374216869257,1,Adult,0.025100370397540133,-0.6748797593742063,0.3465694898215632,-0.10457866558193422,1
46,47,0,3,male,28.0,1,0,15.5,Q,-0.3363340021468808,2,Adult,0.07141560493913121,-0.4276476066477907,0.3465694898215632,-0.10457866558193422,0
47,48,1,3,female,28.0,0,0,7.75,Q,-0.49237782784290063,1,Adult,0.02323532739586532,-0.6848354165309748,0.3465694898215632,-0.10457866558193422,1
48,49,0,3,male,28.0,2,0,21.6792,C,-0.21191774308354583,3,Adult,0.1098305173256278,-0.22258761763744597,0.3465694898215632,-0.10457866558193422,0
49,50,0,3,female,18.0,1,0,17.8,S,-0.29002422161773944,2,Child,0.08571426795197142,-0.3513209017792328,0.22090977632570996,-0.8726457215881294,0
50,51,0,3,male,7.0,4,1,39.6875,S,0.1506737441786005,6,Child,0.2217846969491626,0.3750272516166629,0.08268409148027142,-1.717519483194944,0
51,52,0,3,male,21.0,0,0,7.8,S,-0.4913710934835715,1,Adult,0.023546167896144454,-0.68317614033818,0.2586076903744659,-0.6422256047862709,1
52,53,1,1,female,49.0,1,0,76.7292,C,0.8964967865378598,2,Adult,0.45206590813295516,1.6042754706295586,0.610454888162855,1.5083621520310757,0
53,54,1,2,female,29.0,1,0,26.0,S,-0.12491978668775715,2,Adult,0.1366921099977495,-0.07919960616089612,0.35913546117114853,-0.027771959981314702,0
54,55,0,1,male,65.0,0,1,61.9792,C,0.5995101505357573,2,Adult,0.3603679605506104,1.1147889937551112,0.8115104297562201,2.737269441640988,0
55,56,1,1,male,28.0,0,0,35.5,S,0.06635974158478332,1,Adult,0.1957518050507851,0.23606287047010371,0.3465694898215632,-0.10457866558193422,1
56,57,1,2,female,21.0,0,0,10.5,S,-0.43700743807979686,1,Adult,0.04033155491121773,-0.5935752259272643,0.2586076903744659,-0.6422256047862709,1
57,58,0,3,male,28.5,0,0,7.2292,C,-0.5028639729296732,1,Adult,0.01999761274495785,-0.7021184373551248,0.35285247549635584,-0.06617531278162446,1
58,59,1,2,female,5.0,1,2,27.75,S,-0.08968408411123653,4,Child,0.14757152750751923,-0.021124939413080364,0.05755214878110078,-1.8711328943961831,0
59,60,0,3,male,11.0,5,2,46.9,S,0.2958951755118318,8,Child,0.26662343911442776,0.6143778424273035,0.13294797687861273,-1.410292660792466,0
60,61,0,3,male,22.0,0,0,7.2292,C,-0.5028639729296732,1,Adult,0.01999761274495785,-0.7021184373551248,0.2711736617240513,-0.5654188991856514,1
61,62,1,1,female,38.0,0,0,80.0,S,0.962353321387736,1,Adult,0.472399850299215,1.7128186820574187,0.4722292033174164,0.663488390424261,1
62,63,0,1,male,45.0,1,0,83.475,S,1.0323213593611125,2,Adult,0.4940032650686148,1.8281383774566529,0.5601910027645137,1.2011353296285976,0
63,64,0,3,male,4.0,3,2,27.9,S,-0.08666388103324908,6,Child,0.14850404900835662,-0.016147110834696204,0.04498617743151546,-1.9479395999968028,0
64,65,0,1,male,28.0,0,0,27.7208,C,-0.09027201697708476,1,Adult,0.1473899966553562,-0.02209395670967247,0.3465694898215632,-0.10457866558193422,1
65,66,1,3,male,28.0,1,1,15.2458,C,-0.3414522396297103,3,Adult,0.06983529183571208,-0.43608336681195914,0.3465694898215632,-0.10457866558193422,0
66,67,1,2,female,29.0,0,0,10.5,S,-0.43700743807979686,1,Adult,0.04033155491121773,-0.5935752259272643,0.35913546117114853,-0.027771959981314702,1
67,68,0,3,male,19.0,0,0,8.1583,S,-0.4841568350646187,1,Child,0.02577365092114474,-0.6712857671406129,0.23347574767529528,-0.79583901598751,1
68,69,1,3,female,17.0,4,2,7.925,S,-0.4888542575852486,7,Child,0.02432326914684229,-0.6790279498561932,0.20834380497612465,-0.9494524271887489,0
69,70,0,3,male,26.0,2,0,8.6625,S,-0.47400492578514347,3,Adult,0.028908166525959525,-0.6545536260124708,0.32143754712239253,-0.25819207678317324,0
70,71,0,2,male,32.0,0,0,10.5,S,-0.43700743807979686,1,Adult,0.04033155491121773,-0.5935752259272643,0.39683337521990447,0.20264815682054385,1
71,72,0,3,female,16.0,5,2,46.9,S,0.2958951755118318,8,Child,0.26662343911442776,0.6143778424273035,0.19577783362653933,-1.0262591327893684,0
72,73,0,2,male,21.0,0,0,73.5,S,0.8314778546749452,1,Adult,0.4319905852629275,1.497112776994103,0.2586076903744659,-0.6422256047862709,1
73,74,0,3,male,26.0,1,0,14.4542,C,-0.3573908580066095,2,Adult,0.06491406503529283,-0.4623530274962854,0.32143754712239253,-0.25819207678317324,0
74,75,1,3,male,32.0,0,0,56.4958,S,0.48910360681684706,1,Adult,0.3262787045659982,0.9328194922436982,0.39683337521990447,0.20264815682054385,1
75,76,0,3,male,25.0,0,0,7.65,S,-0.494391296561559,1,Adult,0.022613646395307052,-0.6881539689165643,0.3088715757728072,-0.33499878238379277,1
76,77,0,3,male,28.0,0,0,7.8958,S,-0.4894421904510968,1,Adult,0.02414173829467928,-0.6799969671527853,0.3465694898215632,-0.10457866558193422,1
77,78,0,3,male,28.0,0,0,8.05,S,-0.4863374216869257,1,Adult,0.025100370397540133,-0.6748797593742063,0.3465694898215632,-0.10457866558193422,1
78,79,1,2,male,0.83,0,2,29.0,S,-0.06451572512800753,3,Child,0.1553425400144976,0.020356965406788035,0.005152048253329982,-2.1914168567507666,0
79,80,1,3,female,30.0,0,0,12.475,S,-0.397241430886295,1,Adult,0.05260975467224355,-0.5280338163118723,0.37170143252073384,0.04903474561930482,1
80,81,0,3,male,22.0,0,0,9.0,S,-0.46720946885967163,1,Adult,0.03100633990284369,-0.6433535117111063,0.2711736617240513,-0.5654188991856514,1
81,82,1,3,male,29.0,0,0,9.5,S,-0.45714212526638004,1,Adult,0.034114744905635035,-0.626760749783159,0.35913546117114853,-0.027771959981314702,1
82,83,1,3,female,28.0,0,0,7.7875,Q,-0.49162277707340374,1,Adult,0.023468457771074668,-0.6835909593863787,0.3465694898215632,-0.10457866558193422,1
83,84,0,1,male,28.0,0,0,47.1,S,0.29992211294914856,1,Adult,0.26786680111554434,0.6210149471984825,0.3465694898215632,-0.10457866558193422,1
84,85,1,2,female,17.0,0,0,10.5,S,-0.43700743807979686,1,Child,0.04033155491121773,-0.5935752259272643,0.20834380497612465,-0.9494524271887489,1
85,86,1,3,female,33.0,3,0,15.85,S,-0.32928686163157667,4,Adult,0.07359148844108514,-0.4160326732982276,0.4093993465694898,0.27945486242116335,0
86,87,0,3,male,16.0,1,3,34.375,S,0.04370821849987721,5,Child,0.18875789379450458,0.19872915613222217,0.19577783362653933,-1.0262591327893684,0
87,88,0,3,male,28.0,0,0,8.05,S,-0.4863374216869257,1,Adult,0.025100370397540133,-0.6748797593742063,0.3465694898215632,-0.10457866558193422,1
88,89,1,1,female,23.0,3,2,84.99060735817172,S,4.647001076532463,6,Adult,0.5034255080574316,1.87843460159743,0.2837396330736366,-0.48861219358503183,0
89,90,0,3,male,24.0,0,0,8.05,S,-0.4863374216869257,1,Adult,0.025100370397540133,-0.6748797593742063,0.2963056044232219,-0.4118054879844123,1
90,91,0,3,male,29.0,0,0,8.05,S,-0.4863374216869257,1,Adult,0.025100370397540133,-0.6748797593742063,0.35913546117114853,-0.027771959981314702,1
91,92,0,3,male,20.0,0,0,7.8542,S,-0.4902797934380587,1,Child,0.023883118998447035,-0.6813774849451906,0.24604171902488062,-0.7190323103868904,1
92,93,0,1,male,46.0,1,0,61.175,S,0.5833178351003071,2,Adult,0.3553684019441207,1.0881011954702007,0.572756974114099,1.2779420352292172,0
93,94,0,3,male,26.0,1,2,20.575,S,-0.23415046467497105,4,Adult,0.10296591571746339,-0.259231073079125,0.32143754712239253,-0.25819207678317324,0
94,95,0,3,male,59.0,0,0,7.25,S,-0.5024451714361923,1,Adult,0.02012692239307397,-0.7014281784589221,0.7361146016587082,2.276429208037271,1
95,96,0,3,male,28.0,0,0,8.05,S,-0.4863374216869257,1,Adult,0.025100370397540133,-0.6748797593742063,0.3465694898215632,-0.10457866558193422,1
96,97,0,1,male,71.0,0,0,34.6542,C,0.0493298231623713,1,Senior,0.19049362714806328,0.20799455439278808,0.8869062578537321,3.198109675244705,1
97,98,1,1,male,23.0,0,1,63.3583,C,0.6272778976347743,2,Adult,0.36894156322930943,1.1605551497047757,0.2837396330736366,-0.48861219358503183,0
98,99,1,2,female,34.0,0,1,23.0,S,-0.18532384824750675,2,Adult,0.11804167998100142,-0.1787561777285803,0.42196531791907516,0.3562615680217829,0
99,100,0,2,male,34.0,1,0,26.0,S,-0.12491978668775715,2,Adult,0.1366921099977495,-0.07919960616089612,0.42196531791907516,0.3562615680217829,0
100,101,0,3,female,28.0,0,0,7.8958,S,-0.4894421904510968,1,Adult,0.02414173829467928,-0.6799969671527853,0.3465694898215632,-0.10457866558193422,1
101,102,0,3,male,28.0,0,0,7.8958,S,-0.4894421904510968,1,Adult,0.02414173829467928,-0.6799969671527853,0.3465694898215632,-0.10457866558193422,1
102,103,0,1,male,21.0,0,1,77.2875,S,0.907737982394129,2,Adult,0.4555367531590719,1.6228029485983042,0.2586076903744659,-0.6422256047862709,0
103,104,0,3,male,33.0,0,0,8.6542,S,-0.4741720436887921,1,Adult,0.02885656700291319,-0.6548290658604748,0.4093993465694898,0.27945486242116335,1
104,105,0,3,male,37.0,2,0,7.925,S,-0.4888542575852486,3,Adult,0.02432326914684229,-0.6790279498561932,0.4596632319678311,0.5866816848236415,0
105,106,0,3,male,28.0,0,0,7.8958,S,-0.4894421904510968,1,Adult,0.02414173829467928,-0.6799969671527853,0.3465694898215632,-0.10457866558193422,1
106,107,1,3,female,21.0,0,0,7.65,S,-0.494391296561559,1,Adult,0.022613646395307052,-0.6881539689165643,0.2586076903744659,-0.6422256047862709,1
107,108,1,3,male,28.0,0,0,7.775,S,-0.4918744606632361,1,Adult,0.02339074764600489,-0.6840057784345774,0.3465694898215632,-0.10457866558193422,1
108,109,0,3,male,38.0,0,0,7.8958,S,-0.4894421904510968,1,Adult,0.02414173829467928,-0.6799969671527853,0.4722292033174164,0.663488390424261,1
109,110,1,3,female,28.0,1,0,24.15,Q,-0.1621689579829361,2,Adult,0.1251910114874215,-0.14059282529430142,0.3465694898215632,-0.10457866558193422,0
110,111,0,1,male,47.0,0,0,52.0,S,0.39858208016340624,1,Adult,0.29832917014289956,0.7836240140923666,0.5853229454636844,1.3547487408298367,1
111,112,0,3,female,14.5,1,0,14.4542,C,-0.3573908580066095,2,Child,0.06491406503529283,-0.4623530274962854,0.17692887660216136,-1.1414691911902977,0
112,113,0,3,male,22.0,0,0,8.05,S,-0.4863374216869257,1,Adult,0.025100370397540133,-0.6748797593742063,0.2711736617240513,-0.5654188991856514,1
113,114,0,3,female,20.0,1,0,9.825,S,-0.4505983519307405,2,Child,0.03613520815744941,-0.6159754545299932,0.24604171902488062,-0.7190323103868904,0
114,115,0,3,female,17.0,0,0,14.4583,C,-0.3573083057891445,1,Child,0.0649395539563157,-0.46221696684847624,0.20834380497612465,-0.9494524271887489,1
115,116,0,3,male,21.0,0,0,7.925,S,-0.4888542575852486,1,Adult,0.02432326914684229,-0.6790279498561932,0.2586076903744659,-0.6422256047862709,1
116,117,0,3,male,70.5,0,0,7.75,Q,-0.49237782784290063,1,Senior,0.02323532739586532,-0.6848354165309748,0.8806232721789394,3.1597063224443955,1
117,118,0,2,male,29.0,1,0,21.0,S,-0.22559322262067316,2,Adult,0.10560805996983604,-0.24512722544036974,0.35913546117114853,-0.027771959981314702,0
118,119,0,1,male,24.0,0,1,84.99060735817172,C,4.335332226633905,2,Adult,0.5034255080574316,1.87843460159743,0.2963056044232219,-0.4118054879844123,0
119,120,0,3,female,2.0,4,2,31.275,S,-0.01870931177853076,7,Child,0.1694857827771982,0.09585403217894847,0.01985423473234481,-2.1015530111980416,0
120,121,0,2,male,21.0,2,0,73.5,S,0.8314778546749452,3,Adult,0.4319905852629275,1.497112776994103,0.2586076903744659,-0.6422256047862709,0
121,122,0,3,male,28.0,0,0,8.05,S,-0.4863374216869257,1,Adult,0.025100370397540133,-0.6748797593742063,0.3465694898215632,-0.10457866558193422,1
122,123,0,2,male,32.5,1,0,30.0708,C,-0.04295550208861426,2,Adult,0.16199950016847553,0.05589202435168005,0.40311636089469716,0.24105150962085362,0
123,124,1,2,female,32.5,0,0,13.0,S,-0.3866707201133388,1,Adult,0.05587357992517447,-0.5106114162875275,0.40311636089469716,0.24105150962085362,1
124,125,0,1,male,54.0,0,1,77.2875,S,0.907737982394129,2,Adult,0.4555367531590719,1.6228029485983042,0.6732847449107816,1.8923956800341732,0
125,126,1,3,male,12.0,1,0,11.2417,C,-0.42207354059350805,2,Child,0.044942562892358415,-0.5689615228833471,0.14551394822819805,-1.3334859551918465,0
126,127,0,3,male,28.0,0,0,7.75,Q,-0.49237782784290063,1,Adult,0.02323532739586532,-0.6848354165309748,0.3465694898215632,-0.10457866558193422,1
127,128,1,3,male,24.0,0,0,7.1417,S,-0.5046257580584992,1,Adult,0.01945364186946937,-0.7050221706925155,0.2963056044232219,-0.4118054879844123,1
128,129,1,3,female,28.0,1,1,22.3583,C,-0.19824427701513722,3,Adult,0.11405235300041901,-0.20005132838690795,0.3465694898215632,-0.10457866558193422,0
129,130,0,3,male,45.0,0,0,6.975,S,-0.5079822104125026,1,Adult,0.01841729964153873,-0.7105541975192932,0.5601910027645137,1.2011353296285976,1
130,131,0,3,male,33.0,0,0,7.8958,C,-0.4894421904510968,1,Adult,0.02414173829467928,-0.6799969671527853,0.4093993465694898,0.27945486242116335,1
131,132,0,3,male,20.0,0,0,7.05,S,-0.5064721088735089,1,Child,0.018883560391957432,-0.7080652832301011,0.24604171902488062,-0.7190323103868904,1
132,133,0,3,female,47.0,1,0,14.5,S,-0.35646868933346404,2,Adult,0.06519879493354852,-0.4608331305036854,0.5853229454636844,1.3547487408298367,0
133,134,1,2,female,29.0,1,0,26.0,S,-0.12491978668775715,2,Adult,0.1366921099977495,-0.07919960616089612,0.35913546117114853,-0.027771959981314702,0
134,135,0,2,male,25.0,0,0,13.0,S,-0.3866707201133388,1,Adult,0.05587357992517447,-0.5106114162875275,0.3088715757728072,-0.33499878238379277,1
135,136,0,2,male,23.0,0,0,15.0458,C,-0.3454791770670269,1,Adult,0.06859192983459554,-0.4427204715831381,0.2837396330736366,-0.48861219358503183,1
136,137,1,1,female,19.0,0,2,26.2833,S,-0.11921562980779811,3,Child,0.1384533322723311,-0.06979814725252113,0.23347574767529528,-0.79583901598751,0
137,138,0,1,male,37.0,1,0,53.1,S,0.4207302360686478,2,Adult,0.30516766114904054,0.8201280903338508,0.4596632319678311,0.5866816848236415,0
138,139,0,3,male,16.0,0,0,9.2167,S,-0.4628462821463391,1,Child,0.032353522631053455,-0.6361622086915341,0.19577783362653933,-1.0262591327893684,1
139,140,0,1,male,24.0,0,0,79.2,C,0.9462455716384695,1,Adult,0.46742640229474886,1.686270262972703,0.2963056044232219,-0.4118054879844123,1
140,141,0,3,female,28.0,0,2,15.2458,C,-0.3414522396297103,3,Adult,0.06983529183571208,-0.43608336681195914,0.3465694898215632,-0.10457866558193422,0
141,142,1,3,female,22.0,0,0,7.75,S,-0.49237782784290063,1,Adult,0.02323532739586532,-0.6848354165309748,0.2711736617240513,-0.5654188991856514,1
142,143,1,3,female,24.0,1,0,15.85,S,-0.32928686163157667,2,Adult,0.07359148844108514,-0.4160326732982276,0.2963056044232219,-0.4118054879844123,0
143,144,0,3,male,19.0,0,0,6.75,Q,-0.5125125150294839,1,Child,0.017018517390282626,-0.7180209403868695,0.23347574767529528,-0.79583901598751,1
144,145,0,2,male,18.0,0,0,11.5,S,-0.41687275089321363,1,Child,0.04654836491680042,-0.5603897020713696,0.22090977632570996,-0.8726457215881294,1
145,146,0,2,male,19.0,1,1,36.75,S,0.09152810056801232,3,Child,0.20352281755776344,0.2775447752899721,0.23347574767529528,-0.79583901598751,0
146,147,1,3,male,27.0,0,0,7.7958,S,-0.49145565916975514,1,Adult,0.023520057294121006,-0.6833155195383748,0.33400351847197784,-0.18138537118255374,1
147,148,0,3,female,9.0,2,2,34.375,S,0.04370821849987721,5,Child,0.18875789379450458,0.19872915613222217,0.10781603417944208,-1.563906071993705,0
148,149,0,2,male,36.5,0,2,26.0,S,-0.12491978668775715,3,Adult,0.1366921099977495,-0.07919960616089612,0.4533802462930384,0.5482783320233316,0
149,150,0,2,male,42.0,0,0,13.0,S,-0.3866707201133388,1,Adult,0.05587357992517447,-0.5106114162875275,0.5224930887157577,0.970715212826739,1
150,151,0,2,male,51.0,0,0,12.525,S,-0.39623469652696586,1,Adult,0.052920595172522684,-0.5263745401190775,0.6355868308620256,1.6619755632323148,1
151,152,1,1,female,22.0,1,0,66.6,S,0.6925485130875209,2,Adult,0.38909459622440684,1.2681326623884293,0.2711736617240513,-0.5654188991856514,0
152,153,0,3,male,55.5,0,0,8.05,S,-0.4863374216869257,1,Adult,0.025100370397540133,-0.6748797593742063,0.6921337019351596,2.0076057384351027,1
153,154,0,3,male,40.5,0,2,14.5,S,-0.35646868933346404,3,Adult,0.06519879493354852,-0.4608331305036854,0.5036441316913798,0.8555051544258098,0
154,155,0,3,male,28.0,0,0,7.3125,S,-0.5011867534870308,1,Adult,0.02051547301842289,-0.6993540832179287,0.3465694898215632,-0.10457866558193422,1
155,156,0,1,male,51.0,0,1,61.3792,C,0.5874293382238074,2,Adult,0.35663787454726076,1.0948776794415742,0.6355868308620256,1.6619755632323148,0
156,157,1,3,female,16.0,0,0,7.7333,Q,-0.49271407711891657,1,Child,0.02313150666877209,-0.6853896147793682,0.19577783362653933,-1.0262591327893684,1
157,158,0,3,male,30.0,0,0,8.05,S,-0.4863374216869257,1,Adult,0.025100370397540133,-0.6748797593742063,0.37170143252073384,0.04903474561930482,1
158,159,0,3,male,28.0,0,0,8.6625,S,-0.47400492578514347,1,Adult,0.028908166525959525,-0.6545536260124708,0.3465694898215632,-0.10457866558193422,1
159,160,0,3,male,28.0,8,2,69.55,S,0.7519458402879414,11,Adult,0.4074341857408758,1.3660299577633188,0.3465694898215632,-0.10457866558193422,0
160,161,0,3,male,44.0,0,1,16.1,S,-0.32425318983493084,2,Adult,0.07514569094248083,-0.4077362923342538,0.5476250314149284,1.1243286240279782,0
161,162,1,2,female,40.0,0,0,15.75,S,-0.331300330350235,1,Adult,0.07296980744052688,-0.419351225683817,0.4973611460165871,0.8171018016255001,1
162,163,0,3,male,26.0,0,0,7.775,S,-0.4918744606632361,1,Adult,0.02339074764600489,-0.6840057784345774,0.32143754712239253,-0.25819207678317324,1
163,164,0,3,male,17.0,0,0,8.6625,S,-0.47400492578514347,1,Child,0.028908166525959525,-0.6545536260124708,0.20834380497612465,-0.9494524271887489,1
164,165,0,3,male,1.0,4,1,39.6875,S,0.1506737441786005,6,Child,0.2217846969491626,0.3750272516166629,0.007288263382759489,-2.1783597167986612,0
165,166,1,3,male,9.0,0,2,20.525,S,-0.2351571990343002,3,Child,0.10265507521718424,-0.2608903492719198,0.10781603417944208,-1.563906071993705,0
166,167,1,1,female,28.0,0,1,55.0,S,0.4589861417231558,2,Adult,0.3169796001596476,0.8831805856600508,0.3465694898215632,-0.10457866558193422,0
167,168,0,3,female,45.0,1,4,27.9,S,-0.08666388103324908,6,Adult,0.14850404900835662,-0.016147110834696204,0.5601910027645137,1.2011353296285976,0
168,169,0,1,male,28.0,0,0,25.925,S,-0.12642988822675086,1,Adult,0.1362258492473308,-0.0816885204500882,0.3465694898215632,-0.10457866558193422,1
169,170,0,3,male,28.0,0,0,56.4958,S,0.48910360681684706,1,Adult,0.3262787045659982,0.9328194922436982,0.3465694898215632,-0.10457866558193422,1
170,171,0,1,male,61.0,0,0,33.5,S,0.026090367211616904,1,Adult,0.18331818503961972,0.1696918227583143,0.7612465443578789,2.43004261923851,1
171,172,0,3,male,4.0,4,1,29.125,Q,-0.06199888922968463,6,Child,0.15611964126519542,0.024505155888774877,0.04498617743151546,-1.9479395999968028,0
172,173,1,3,female,1.0,1,1,11.1333,S,-0.4242561406845337,3,Child,0.04426866068775325,-0.5725588336693263,0.007288263382759489,-2.1783597167986612,0
173,174,0,3,male,21.0,0,0,7.925,S,-0.4888542575852486,1,Adult,0.02432326914684229,-0.6790279498561932,0.2586076903744659,-0.6422256047862709,1
